date,open,high,low,close,last,yesterday,volume,value,trades
2024-09-28,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,162758283.0,1627582830000.0,9777.0
2024-09-29,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,31816752.0,318167520000.0,3359.0
2024-09-30,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,60587110.0,605871100000.0,2087.0
2024-10-01,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,197431162.0,1974311620000.0,4127.0
2024-10-15,10060.0,10100.0,10060.0,10070.0,10070.0,10000.0,10699313.0,107711359040.0,1117.0
2024-10-16,10060.0,10130.0,10060.0,10080.0,10120.0,10070.0,20423624.0,205824011100.0,1239.0
2024-10-19,10090.0,10370.0,10090.0,10150.0,10130.0,10080.0,24768477.0,251481729650.0,2179.0
2024-10-20,10140.0,10140.0,10100.0,10110.0,10100.0,10150.0,11470164.0,115911150570.0,1036.0
2024-10-21,10100.0,10130.0,10100.0,10110.0,10110.0,10110.0,8826349.0,89251351910.0,652.0
2024-10-22,10120.0,10150.0,10110.0,10140.0,10140.0,10110.0,15957626.0,161824537600.0,740.0
2024-10-23,10160.0,10220.0,10150.0,10170.0,10210.0,10140.0,10809877.0,109959898980.0,803.0
2024-10-26,10190.0,10440.0,10190.0,10350.0,10380.0,10170.0,24303141.0,251461588440.0,1972.0
2024-10-27,10450.0,10610.0,10420.0,10540.0,10570.0,10350.0,58146680.0,612854698440.0,3093.0
2024-10-28,10560.0,10560.0,10200.0,10260.0,10210.0,10540.0,51678993.0,530187530610.0,3407.0
2024-10-29,10230.0,10230.0,10210.0,10210.0,10210.0,10260.0,29551934.0,301806125290.0,1460.0
2024-10-30,10220.0,10310.0,10220.0,10260.0,10310.0,10210.0,23816695.0,244312688100.0,1238.0
2024-11-02,10290.0,10290.0,10230.0,10240.0,10250.0,10260.0,47674488.0,488413041840.0,1848.0
2024-11-03,10240.0,10260.0,10240.0,10250.0,10260.0,10240.0,14089727.0,144361481000.0,697.0
2024-11-04,10250.0,10260.0,10250.0,10250.0,10250.0,10250.0,20565679.0,210898936070.0,872.0
2024-11-05,10260.0,10260.0,10250.0,10250.0,10250.0,10250.0,20948497.0,214732015350.0,797.0
2024-11-06,10250.0,10270.0,10250.0,10260.0,10260.0,10250.0,10307446.0,105762403680.0,533.0
2024-11-09,10270.0,10390.0,10270.0,10310.0,10300.0,10260.0,32106354.0,331154985490.0,1634.0
2024-11-10,10320.0,10400.0,10290.0,10340.0,10340.0,10310.0,23765533.0,245647689480.0,1552.0
2024-11-11,10430.0,10430.0,10310.0,10330.0,10330.0,10340.0,15333725.0,158379174520.0,1008.0
2024-11-12,10320.0,10360.0,10310.0,10330.0,10350.0,10330.0,10424887.0,107716854240.0,724.0
2024-11-13,10350.0,10370.0,10330.0,10340.0,10370.0,10330.0,6062101.0,62701291380.0,464.0
2024-11-16,10360.0,11170.0,10350.0,10960.0,11070.0,10340.0,133354979.0,1461813811930.0,9349.0
2024-11-17,11270.0,11270.0,10400.0,10680.0,10530.0,10960.0,100631264.0,1075238994880.0,7282.0
2024-11-18,10740.0,11560.0,10730.0,11290.0,11210.0,10680.0,370726007.0,4186385705050.0,17486.0
2024-11-19,11240.0,11520.0,10800.0,11130.0,10840.0,11290.0,155806485.0,1734275566110.0,10722.0
2024-11-20,10840.0,11210.0,10720.0,10950.0,11080.0,11130.0,106441161.0,1165450438410.0,7180.0
2024-11-23,10980.0,11540.0,10980.0,11330.0,11360.0,10950.0,241674470.0,2738890356380.0,11515.0
2024-11-24,11450.0,12460.0,11430.0,12040.0,12460.0,11330.0,518124290.0,6238053567410.0,17820.0
2024-11-25,12810.0,13240.0,12700.0,13120.0,13240.0,12040.0,189876215.0,2491704827410.0,6376.0
2024-11-27,11810.0,13070.0,11810.0,12320.0,12110.0,13120.0,334354777.0,4120171342920.0,17657.0
2024-11-30,12000.0,12480.0,11160.0,11710.0,11480.0,12320.0,264025646.0,3092732847140.0,15431.0
2024-12-01,11420.0,12030.0,11200.0,11650.0,11940.0,11710.0,292108519.0,3403555447210.0,13518.0
2024-12-02,12560.0,12810.0,12480.0,12730.0,12810.0,11650.0,153411524.0,1952645127620.0,6148.0
2024-12-04,12800.0,13270.0,12350.0,12840.0,12720.0,12730.0,357371743.0,4589187264950.0,19010.0
2024-12-07,12630.0,12800.0,11900.0,12230.0,12100.0,12840.0,300764628.0,3678586780340.0,16163.0
2024-12-08,12080.0,13060.0,11760.0,12630.0,12990.0,12230.0,447090662.0,5647845574530.0,19316.0
2024-12-16,13200.0,13350.0,12120.0,12710.0,12250.0,12630.0,373479774.0,4746007975220.0,24988.0
2024-12-17,12240.0,12720.0,11790.0,12270.0,12000.0,12710.0,225175002.0,2763642653280.0,16301.0
2024-12-18,12030.0,12650.0,11850.0,12430.0,12500.0,12270.0,378486360.0,4704899319790.0,16893.0
2024-12-21,12760.0,13110.0,12590.0,12860.0,12790.0,12430.0,321064351.0,4127384281860.0,18034.0
2024-12-22,12690.0,12800.0,12260.0,12500.0,12270.0,12860.0,279928659.0,3499888768780.0,15423.0
2024-12-23,12240.0,12710.0,12210.0,12550.0,12530.0,12500.0,300470743.0,3772063358930.0,12898.0
2024-12-24,12700.0,12740.0,12110.0,12360.0,12230.0,12550.0,282996228.0,3496966712180.0,15370.0
2024-12-25,12240.0,12330.0,11780.0,11980.0,11890.0,12360.0,182128939.0,2181133537510.0,11117.0
2024-12-28,11900.0,12110.0,11800.0,11970.0,11950.0,11980.0,148514490.0,1778154476980.0,9689.0
2024-12-29,11980.0,12040.0,11620.0,11770.0,11660.0,11970.0,90809457.0,1068945241970.0,7688.0
2024-12-30,11650.0,11660.0,11380.0,11510.0,11460.0,11770.0,66183133.0,761827044040.0,7351.0
2024-12-31,11490.0,11860.0,11370.0,11640.0,11830.0,11510.0,154801952.0,1802537717060.0,9188.0
2025-01-01,11910.0,12290.0,11690.0,12030.0,12070.0,11640.0,212518404.0,2555669848540.0,11291.0
2025-01-04,12200.0,12450.0,12140.0,12320.0,12190.0,12030.0,205131046.0,2526929954780.0,10719.0
2025-01-05,12200.0,12300.0,11900.0,12070.0,11940.0,12320.0,157092596.0,1896213119350.0,9339.0
2025-01-06,11960.0,12220.0,11800.0,12020.0,12160.0,12070.0,155667659.0,1871826003110.0,8511.0
2025-01-07,12200.0,12370.0,12130.0,12240.0,12240.0,12020.0,250220293.0,3062366071660.0,9884.0
2025-01-08,12280.0,12290.0,12010.0,12130.0,12110.0,12240.0,175214325.0,2124679163200.0,9186.0
2025-01-11,12130.0,12230.0,11760.0,11960.0,11830.0,12130.0,111529309.0,1334280229640.0,8460.0
2025-01-12,11750.0,11840.0,11670.0,11740.0,11690.0,11960.0,42799627.0,502473252510.0,4121.0
2025-01-13,11730.0,11970.0,11700.0,11850.0,11850.0,11740.0,78420515.0,928933619640.0,5055.0
2025-01-15,11890.0,12030.0,11700.0,11850.0,11720.0,11850.0,60776005.0,720211255320.0,4997.0
2025-01-18,11720.0,11750.0,11420.0,11520.0,11470.0,11850.0,33973034.0,391528647950.0,3915.0
2025-01-19,11500.0,11660.0,11450.0,11570.0,11610.0,11520.0,80951646.0,936461512850.0,5118.0
2025-01-20,11640.0,11700.0,11310.0,11500.0,11420.0,11570.0,48990309.0,563212830260.0,4519.0
2025-01-21,11420.0,11710.0,11340.0,11550.0,11640.0,11500.0,85210210.0,983869286720.0,5826.0
2025-01-22,11660.0,11800.0,11580.0,11700.0,11610.0,11550.0,104684750.0,1224994937810.0,6976.0
2025-01-25,11650.0,11660.0,11460.0,11550.0,11510.0,11700.0,74047301.0,855119537780.0,5124.0
2025-01-26,11600.0,11650.0,11390.0,11500.0,11460.0,11550.0,64705560.0,743881583190.0,4734.0
2025-01-27,11440.0,11480.0,11380.0,11420.0,11380.0,11500.0,26808544.0,306069432400.0,2842.0
2025-01-29,11400.0,11500.0,11380.0,11430.0,11400.0,11420.0,50546837.0,577602033750.0,3164.0
2025-02-01,11400.0,11420.0,11220.0,11290.0,11270.0,11430.0,31295608.0,353341694790.0,3018.0
2025-02-02,11250.0,11300.0,11180.0,11230.0,11190.0,11290.0,28326584.0,318027252970.0,2535.0
2025-02-03,11210.0,11250.0,11000.0,11170.0,11240.0,11230.0,99871543.0,1115414925650.0,5080.0
2025-02-04,11250.0,11290.0,11190.0,11230.0,11210.0,11170.0,71746315.0,805485250590.0,3337.0
2025-02-05,11170.0,11200.0,11040.0,11130.0,11120.0,11230.0,44890633.0,499520409070.0,3580.0
2025-02-09,11100.0,11240.0,11010.0,11120.0,11030.0,11130.0,91504511.0,1017236411140.0,5004.0
2025-02-11,11020.0,11070.0,10840.0,10880.0,10880.0,11120.0,66467168.0,723033667020.0,4125.0
2025-02-15,10870.0,10930.0,10830.0,10840.0,10850.0,10880.0,52094409.0,564712427230.0,2135.0
2025-02-16,10860.0,11590.0,10840.0,11170.0,11340.0,10840.0,101046703.0,1129195647340.0,5946.0
2025-02-17,11400.0,11540.0,11210.0,11330.0,11260.0,11170.0,80519817.0,911968002170.0,4947.0
2025-02-18,11260.0,11460.0,11130.0,11330.0,11320.0,11330.0,118083508.0,1337824037740.0,6127.0
2025-02-19,11280.0,11380.0,11110.0,11220.0,11120.0,11330.0,83509693.0,936995586990.0,5985.0
2025-02-22,11110.0,11160.0,10960.0,11060.0,11000.0,11220.0,51192398.0,566044883870.0,3804.0
2025-02-23,11110.0,11570.0,11110.0,11350.0,11500.0,11060.0,182019535.0,2065652108870.0,8472.0
2025-02-24,11510.0,12240.0,11470.0,11960.0,12150.0,11350.0,414448565.0,4956168980620.0,14697.0
2025-02-25,12390.0,12480.0,11630.0,12040.0,11660.0,11960.0,278123064.0,3347402031570.0,14399.0
2025-02-26,11720.0,11870.0,11490.0,11670.0,11550.0,12040.0,152681939.0,1781819481510.0,8265.0
2025-03-01,11500.0,11830.0,11410.0,11590.0,11450.0,11670.0,115719811.0,1341321951740.0,6874.0
2025-03-02,11460.0,12020.0,11360.0,11750.0,11470.0,11590.0,293941859.0,3452639208420.0,12259.0
2025-03-03,11380.0,11610.0,11160.0,11470.0,11440.0,11750.0,147649731.0,1694223829240.0,7101.0
2025-03-04,11500.0,11650.0,11330.0,11480.0,11340.0,11470.0,105176372.0,1207052079870.0,6457.0
2025-03-05,11360.0,11460.0,11260.0,11370.0,11390.0,11480.0,68704936.0,781258309350.0,4238.0
2025-03-08,11420.0,11440.0,10990.0,11120.0,11040.0,11370.0,74992240.0,833801795020.0,5796.0
2025-03-09,11080.0,11370.0,10950.0,11150.0,11360.0,11120.0,128977797.0,1437849836010.0,6499.0
2025-03-10,11400.0,11490.0,11170.0,11360.0,11380.0,11150.0,184205634.0,2092025495130.0,8133.0
2025-03-11,11360.0,11360.0,11110.0,11190.0,11120.0,11360.0,57642693.0,645283179340.0,4715.0
2025-03-12,11140.0,11660.0,11090.0,11460.0,11530.0,11190.0,241091423.0,2761806250190.0,9016.0
