date,open,high,low,close,last,yesterday,volume,value,trades
2026-08-31,12800.0,12800.0,12800.0,12800.0,12800.0,1000.0,5999915574.0,76798919347200.0,1992904.0
2026-09-01,13180.0,13180.0,13180.0,13180.0,13180.0,12800.0,10320766.0,136027695880.0,4678.0
2026-09-02,13570.0,13570.0,13570.0,13570.0,13570.0,13180.0,16747319.0,227261118830.0,7570.0
